date,action,ticker,price,confidence,size,slippage_pct,entry_price,return_pct,exit_reason
2024-10-15,SELL,BRZE,31.63,61.16,,0.1,29.97,5.433,horizon
2024-10-15,SELL,JD,39.0099,60.94,,0.1,42.2932,-7.855,horizon
2024-10-15,SELL,BTDR,7.77,60.1,,0.1,7.07,9.791,horizon
2024-10-15,BUY,AI,26.19,62.18,536.9,0.1,,,
2024-10-15,BUY,CRGY,11.6429,61.51,536.9,0.1,,,
2024-10-15,BUY,AES,16.0406,60.67,536.9,0.1,,,
2024-10-15,BUY,SOXL,34.1485,60.17,536.9,0.1,,,
2024-10-16,SELL,AVTR,24.79,61.36,,0.1,24.77,-0.019,horizon
2024-10-16,SELL,CLMT,21.93,60.53,,0.2,20.1,8.886,horizon
2024-10-17,SELL,ADMA,16.12,61.25,,0.1,17.01,-5.327,horizon
2024-10-17,BUY,CELH,32.18,60.84,536.18,0.1,,,
2024-10-17,BUY,CLSK,11.72,60.31,536.18,0.1,,,
2024-10-18,BUY,CLMT,20.06,60.33,540.15,0.2,,,
